review_text,label
"The park is filled with squirrel, it's magic!",1
Lots of activities to do. Very peaceful. Nice to do picnic,1
The town did some renovations to the park. Great place to hang-out. Lots of down-town action.,1
"Good place to wait for the fireworks show
Free seats and music.
Supply food and water.",1
I loved super beautiful park,1
"Ya already had a murder there. But, a good fishing spot ...",0
Modules for children are boring but great place for swimming and sports.,1
"Great huge park, separated from the city by bridges, it is great to get away to on a nice day.",1
"Good place to hangout, every where it shws open but when you visit it is closed. That's disappointment we had to face.. other than nature is calling you",0
Choquito but very nice,1
Animation for the whole family. They attract those who love nature,1
"Hockey rink, football field, play structures and splash pad for the kids.",1
"Located at the foot of Mount Royal, from which Montréal is named, is the neighborhood of Le Plateau-Mont Royal.  Accessible via the Orange line at the Mont Royal stop, the neighborhood is charming and features flower and fruit stands, galleries, restaurants, pubs and shops. t's the perfect place to spend a Sunday afternoon, enjoying excellent brunches, outdoor seating and people-watching.",1
Very friendly and clean,1
Gorgeous area lots of room for people to move around during Covid. Honestly I wish I lived in Montreal just to come here everyday.,1
Beautiful game modules at the skatepark. Young people have fun respectfully. Frequent police surveillance. Multipurpose park!,1
Every Sunday like this.. I love it,1
We had a wonderful time. Excellent hills for sledding. A lot of fun and very convenient for its location.,1
"Nice park, relatively clean, they have a dog court but seems to not be a point for dog owners they are everywhere ... 🙄",1
Beautiful children's park and suitable for wheelchairs,1
Nice and big park,1
Nice place,1
"Beautiful park beside Lawrence river, good outing spot for families .just 30 mins from downtown.Take metro to STATION DE L'ÉGLISE and take Bus #58 to 5th avenue....there is a nice cafe opposite to this park where they serve yummy sandwiches, icecreams, wraps.",1
Good lookout spot!,1
Renovated outdoor area. Places and shops to eat. Very central.,0
"Now the beach is closed, it is nice and quiet place。",1
"Like our stay in Canada, wonderful",1
Nike hiking spot with nice views,1
Very nice stretch of the lachine canal bike path. More quiet and less crowded than some of the more easternmost points. There's is a dock to launch a Kayak or canoe.  Paid parking on site but there is also free parking on nearby streets. Some accessible shoreline for fishing. Nice views.,1
Beautiful little park very quiet.,1
A real discovery for me. Park very quiet,1
Great park,1
A great neighborhood park with mature trees and fountain.,1
Breathtaking,1
"Beautiful park for walking, relaxing or taking wedding photos.",1
À point of festivities,1
Fun place to hang out with friends. Has a huge snow field in winter. Also has many hockey rinks and ice skating Lac-ish thing,1
"Great place to dine, read and have fun with the kids. Large grassy area surrounded by benches, two play parks for small children and young adolescents, space for training and small pool for young children sometimes open in summer",1
Good place for the kids to play,1
Trapshit,1
Beautiful park. Full of dog dabs section for them. A good place,1
"Very big beautiful park, with lots of wooden benches and flat grass area for the families to go on a picnic, and also special track for runners and bikers.",1
"Great, big, spacious, visit a biosphere for a view",1
Super large perfect for running.,1
Relaxation area for all ages,1
"Beautiful,,,, Cold right now,,, but beautiful!!!
Best Fishing Spot",1
"Play structures for young and older kids, basketball court, splash pad and brand new soccer field.",1
Nice park on a peninsula within St. Laurent river. Popular place on sunny days so can be very crowded with families doing bbqs.,1
Very beautiful and relaxing and sunny💖,1
It is a good place to see the sunset. The view is great.,1
Beautiful park very well landscaped 👍,1
Very nice park,0
Small quiet park to stop for a break,0
A good place to relax or bring the kids. There is not too much teenager who loves screaming and doing crazy hahaha. In winter there is of course less to do and it is much colder,0
"Well, picnic tables santier bench river. Wow",1
Very good wonderful,1
Good place,1
Love this park! It's absolutely beautiful and very clean! Great for picnics,1
"I love the dog park, which is separate for small and large dogs! And a beautiful park in general with baseball, basketball, soccer, football!",1
Beautiful place of spectacle,1
"Nice park, not very peaceful with Saint-Laurent next door.",0
Super,1
"Great downtown park, extremely huge, great skatepark, great place for flying drones or shooting drone footage of sports.",1
"table tennis, petanque and other",0
"The village at the foot of the stream is one of the most festive places in Montreal during the summer. I've been there more than 6 times - there are different evenings organized on different themes: African, Caribbean …",1
Un bon endroit pour marcher,1
Very pleasant with space in the shade.,1
Very good,1
Very pleasant !,1
"It is great this park, it's just a shame that the children have less toy available, it gave him even more charm ms it remains a very beautiful park",1
Place to relax during summer. Walk around the lake or just lie down and relax in the sun.,1
My favorite,1
Thank you for the nice rink! I love my park thank you to the city of Montreal for the development.,1
Coffee place opens during summer. Wifi hotspot. Nice fountain that quiets the cars a little. Sweet spot to have a calm moment or hang out.,1
Excellent for dogs because of a large enclosed dog run. This park has a population of albino squirrels that are fun to feed. Attractive shirtless bodies abound by the synthetic lake. Fun to watch circus performers and acrobats practice routines by stringing tightropes between trees.,1
Good,1
"Pleasant but we must monitor the children, there is a path that leads the cars to the parking near the pool, so c dangerous! or you might have to install a retarder",1
"Lake front parc With everything you need from playground, water games and bbqs",1
Jeanne-Mance Park,1
A little too expensive for some article but very good place!,0
"I’ve lived next to this park for 3 years and it’s definitely one of my favourite in Montreal.

SUMMER: There are a lot of benches and cozy grass spots to sit on. The lake is very peaceful and they’ve made efforts to ensure it is cleaner. During the summer, people come here to jog, picnic and hang out.

WINTER: During the winter, the lake turns into an ice rink which really brings a festive touch. The paths are usually well cleared out and the park is particularly peaceful on a sunny day.

ACTIVITIES: There’s also an outdoor theatre, an indoor theatre, ball courts, tennis courts, baseball courts and other activities in the park. There’s also a little cafe in the center of the park. Lots of restaurants (of which the famous La Banquise) next to the park.

ACCESS: Lots of bixi bikes along the park and the 24 bus line and the 14 bus line pass by the West side of the park. The closest metro is Sherbrooke.

Only downside in my opinion is that sometimes people leave trash around the park so it makes it look a little dodgy.",1
"Beautiful park! Big enough with many things to do (playgrounds, soccer field, outdoor training park, sports plateau, etc.) There is a big coast in the middle of the park that gives a nice view of the neighborhood. I strongly advise it!",1
Magnificent,1
Ukrainian festival this weekend food music and more very nice park,1
"HORRIBLE, and the concept is great, but just HORRIBLE ... hot beer $ 5.50, soft and wet hot dog bun, no room to circulate, the infrastructure although pretty really not great and very inefficient. .. free entry ok, …",0
Cute little park near little italy,1
Always vibe with this spot 🔥🙌🏼🦋,1
Nice place,1
Small and sweet garden .. I loved it because it had a public bath,1
Was there with my family for walk and picnic,1
The young employing toilet is barricaded inside and did not leave anyone between when we tried to open the door he yelled at us and told us to leave a good kick in cult would have done him good,0
Very pleasant,1
It's beautiful in winter as in summer.,1
"Huge park with playgroung for all ages. Good place for jogging, biking, and swimming.",1
"Great park, nice fountain however grass could be maintained better",1
Nice day trip. Worth your time.,1
"superb park with lots of activities to do. Disc golf, outdoor gym, ice rink in winter, cosom in summer, parks for children, slide in winter, running track, swimming pool, basketball hoop (1 only). unfortunately the snow slope project will not come back.",1
I liked the water games but there are a lot of fencing and yet so many openings ... so children can come out everywhere!,0
Super belle vision,1
"Amazing location and superb connectivity through metro.  The place is quite nice for small hikes, picnics, biking around and many more activities.",1
"Relaxing, has water fountains and shade",1
Beautiful little park with a fountain and charming surrounding houses. There are frequently musicians playing live music here as well!,1
An oasis of relaxing and cheerful vibes.,1
"Large grass park, perfect for playing petanque or feeding squirrels.",1
jogging track surrounding the official football field,1
"A park convenient for snowshoeing, cross country skiing, and taking a walk. It’s a huge landfill site so plenty of room to roam around. The parking lot is very small so it might be full depending on if you are lucky. It’s the park near TOHU (cirque d’un soleil) do they have interesting art pieces around the park",1
"The view is beautiful, place appesant",1
Green. Grass. Clean. Lovely people.,1
"Great, I went skating  and was very impressed with the setup",1
"Spacious park, large circle for walking, in all seasons. In addition there is an outline for cyclists which is also used by walkers. A beautiful place with various games for children. Too bad it lacks shaded areas for parents who want to sit near their children who are playing. In addition, swimming pool and water games in summer. A very beautiful park",1
"Beautiful space, alley lined with pretty trees",1
Really cool park and ideal for picnics and hanging out with friends.,1
Nice park in this neighborhood with good sports playground options. You can find people playing and practicing various games on Sundays here.,1
"Very nice park with a fountain, picnic tables, an outdoor swimming pool, 2 soccer fields, water games for children, etc.",1
Good for soccer,1
"Nice park, spot whit public barbecue",1
I love this park. So green. Calm.,1
Beautiful park very big great,1
"Really nice parc, really beautiful, especially in the summer.",1
Great,1
In memory of people who have died of AIDS / HIV.,1
A beautiful park with lots of activity for everyone. The dog park is great and so are the people who use it. We really like pétanque grounds and the ice ring in winter!,1
Nice place to chill and have a beer or 5.,1
It's quiet and people can play the piano.,0
Very nice clean and well maintained place to skate or play hockey,1
Nice splash pad and kid area,1
Peaceful.,1
Nice ground but the diamond is a bit too soft and the batting area is quicksand! Watch out!,1
"Nice public park, but not exceptional",0
"The two small parks are connected together, the environment is safe and quiet, and a good small park",1
"Nice lake, good grass, pretty trees.  Great place for a picnic, a jog or sun-bathing.",1
Play area for all ages; water sports. A very pleasant place!,1
One of the best parks in Montréal for kids and adults,1
Great place for kids👍,1
Nice park but many trash in the stand.,0
"Wonderful area and is also used for gay pride
Great spot",1
Great place to cool off and play or even relax with a good book,1
Sand truck provided by the park ... great idea :),1
Was there drunk at 4 am very nice and calm,1
Beautiful park! Great place to relax and have a coffee and people watch!,1
"Central Park in Montreal but with an awareness for the environment. Erected on an old quarry and also a dumping ground, the white loops that dot the place are used to recover the gases to provide air conditioning in need of the ToHu headquarters! near. Very beautiful and full of political vision.",1
"Dirty, very dirty",0
best place to be during a sunny day,1
Nice with children,1
It's so sightseeing. It has a nice view.,1
"For my niece's birthday. For someone who does not like to be in the nature, I found very charming.",1
"I expected more. it seemed very bureaucratic. even the paid attractions (which we don't use) seemed uninteresting to us from the outside. in addition, the experience and knowledge of one more capacity of human beings to dominate nature remained",0
It's OK,0
Nice parc. Has nice stuctures for kids of all ages.,1
"In the middle of nowhere, right next to the river and there are still boats to make noise, PU CAPABLE MONSIEUR CODERRE",0
"Festival Montreal completement cirque, awesome shows very fun and entertaining",1
clean and fun for the kids,1
Its good for the kids to play and  also in the park wifi is avaliable ☺,1
"Park for walking and cycling. Several routes for walks in the forest, some species of animals and birds are encountered. There is a toilet (toilet type) on the territory of the park. There are direction and distance indicators along the entire route.",0
Quaint little neighborhood park along the river. A great stop for those using the bike path as well,1
A shelter that is well located,1
A beautiful park!  That's wonderful !,1
Nice place to skate!,1
Very calm place big and peacefull.,1
Yes 4.5,1
Great place to go in the summer. A lot of things to do and everything is very close. Nice neighborhood around it as well to walk. Close to the metro and marcher Jean Talon.,1
Beautiful panorama autumn leaves. Beautiful color and beautiful temperature,0
Magnificent.,1
I love !!!,1
Best place to play outside basketball,1
Its good,0
Cool,1
Perfect for everyone! Families sports friends everything is there,1
Everything u need is there,1
Cool,1
Good playground where small and big kids can play and enjoy the time. The only bad thing we found garbage around all the place,1
"Dog run recently renovated - large, clean but a lot of sand so it's difficult for the dogs to run & play.
Overall a very clean & well maintained park with a newly renovated chalet with a large handicap accessible washroom.",1
"Beautiful well landscaped park. Training place with bars, gravel track, water games for children, playpen, ...",1
Far too many look alike in these times of covid,0
Pricolino,1
Great kids park with awesome climbing frames ☺,1
Beautiful outdoor space. But it would be nice if there is a slope to slide and an ice rink for the winter.,0
Ball field and children's park Very correct,1
Great place for all ages. Really nice place to nap or walk,1
Beautiful park with petanque and tennis court.,1
Family outing,1
Nice park to visit with your friends to relax.,1
"One of my favorite parks in the city.  Clean, beautiful fountains, large facilities including soccer, baseball, jogging, ample space for picnics or pond-side reading.  The pool is FANTASTIC AND FREE!  Go there, get some air!",1
"Large parc with a beautiful fountain. Great for BBQs, sports and strolls.",1
We picnic 🧺🍄 chasing 👀 Scammers🐿️ !!,1
🤘🏾👌🏾,1
Ample space in the heart of downtown Montreal with the statue of the first governor of the region.,1
A beautiful park to have a fun evening or afternoon with friends/family and just barbecue or hang out in nature!,1
Very good park I love it,1
"Great park for family and picnics, has a dog park right next to it as well",1
A lot of picnic table and greenery.,1
Relaxing green oasis in the city. Beautiful park go biking or walking lots of wildlife to see.,1
Family friendly park great location,1
A nice place for recreation.,1
Good people watching,1
Small park a place to relax from morning to evening and the Italian WOW festivals to see,0
Best park in the area.,1
"Great park, excellent people watching, always many families and kids birthdays... good mix of young and old, shade and sun.",1
A green park,1
Beautiful park for a walk or just relax and read on the river.,1
"Park where it is pleasant to walk, run, have barbecues or read. Quality dog ​​park by respectful occupation. Watch out for the very meticulous dog police! Otherwise beautiful place. Small bonus for free tango lessons at 8 p.m. on Tuesday evening 😍😍😍",1
Good. I like to go there once during the summer but now you have to avoid weekends because there are too many people.,0
"Great park, huge   trees, fountain",1
Ideal place to have a picnic with friends or family with the children!,1
Wow and wow and wow......,1
park friendly that would be more if some picked up the poop of their dogs,0
Probably the best part of going to the school tbh.,1
A stone's throw from the Quebec cannabis society,1
great park to relax in,1
Peace of mind. Very relaxing for all ages,1
I love this park.,1
I love this park it is next to a boulevard but it is quiet,1
"Many playgrounds, toilet, restaurants and cafes nearby. Very beautiful.",1
Adorable place,1
"I think this is the biggest one in Montreal, always come here with my dog",1
Good to take a walk on the edge of the St. Lawrence River!,1
Such an amazing and peacefull place,1
Peaceful.,1
One of my favorite dog parc in Montreal.,1
"Great spot for a picnic, and overall enjoyable in all seasons.",1
Small park with the essential to play for babies and kids.,1
"Relax, picnic and ducks that keep you company.",1
"Great for picnic, and a bit of exercise outside. You can play tennis, pingpong, soccer, baseball, basketball, run. There is also a pool and a dog park!",1
Nice place,1
"Paying in summer, expensive for what it is! To do by bike",0
Quite park,1
Ayoye,1
So much to see and so many geese!!!,1
Love it! Soccer basketball pool tennis... except no light in basketball court,1
I love this park!,1
The basketball courts are the best,1
I love it with the hot weather.,1
"Nice open space in Montreal. Ideal for family picnics or BBQs, relaxing in the shade, or jogging. Outdoors swimming pool, ice rink during the winter.",1
I love the green space. Though I wish the city would spend capital on implementing turf soccer fields. In this climate it is difficult and expensive to properly maintain grass fields.,1
"Has water park for the little ones, parking close by is quiet. Area near the river with lawn and place for picnic. I even saw an accessible chemical toilet the last time I went. The bike path goes there too. Great ride.",1
The toilets were in very poor condition,0
"Small park with swings, it is stuck on a busy street. Avoid at rush hour, noisy and smell the muffler.",1
Beautiful variety of trails.,1
"Perfect place where you can pass a great timea after a hard day of work, solo or with friends",1
"Superb family park located on the edge of the river. You can even go kayaking there (rental). Picnic area, water games, ideal park for a small family",1
Excellent place to relax and have from a cup of coffee alone to a picnic with friends.,1
"Beautiful and large park where you can have a picnic, take a nap, set up your hammock, attend a softball game, listen to music and swim in the summer",1
"We love taking walks there it has almost everything,",1
A real treasure! Disconnect from the insured city!,1
It is a little paradise to rest your mind,1
Nice place to practice exercise or sport either Baseball Basketball Football Tennis Soccer Athletics etc.,1
If you want to skate be aware the wait time is kind of long but worth it.,1
To fill up on space!,1
Bright and very little wooded. There are facelift and sledging facilities in winter. There are also sports fields.,0
It's a park!,0
"A very cool place to distract yourself, get away from the city and have a good time",1
"Fishing, playing",1
Awesome ambience,1
"Its a great place,  natural and safe to enjoy with your family and friends",1
Breathtakingly beautiful park you can visit all year long.,1
The setting is nice especially with the shared garden that is accessible to all. But on concert days the sound is too loud for the ears. Maybe it would be interesting to propose ear plugs ... beware of dating not always very clear ...,0
An wonderful experience,1
Fully deteriorates,0
I researched this place just to find the location of my friend who was near the one which is on the waterfront. But the part was very beautiful to see at the same time.,1
Great idea for using this space,1
Great place,1
I just missed out,1
A lot of things are missing the sand is very dirty and old,0
"This park is in great need of love, it has enormous potential.",0
Very well located,1
My kids love this park.,1
Perfect ground for kids to play soccer,1
In the area Masson and Molson green area with swimming pool very pleasant summer and winter.Belle abut to make the slide.,1
Few games for children and those who are old and broken,0
Beautiful sunset on an autumn evening,1
Super beautiful park !!!,1
Clean and pleasant place.,1
"I absolutely love this park. Whether you are looking for a place to exercise, read, ride a bike, bring your children - this is the place. During the summer there are some facilities with water for the children -and adults, of course- to play. Some concerts also happen there during the warm period of the year in Montreal. Great for families and anyone who is looking for a peaceful place to enjoy the beautiful Montreal.",1
missing toilets,1
Nice one..now is in full reconstruction...hope it will be refreshed..as it looked old...,1
Nice place for skating during winter,1
Always something to watch.,1
Hate this parc. For real,0
pretty spot for photos,1
We had an amazing time.,1
"A Montreal landmark, great place to relax on a busy touristing or shopping day. Popular with the work crowd during weekdays.

The recent changes to the park have really cleaned it up.",1
Very nice place with historical character,1
A lovely activity park,1
Beautiful park,1
Super!!,1
Good coffee on the terrace. Very nice to relax,1
"Recent equipment, kids love it. With a garden area, for gardening enthusiasts.",1
"Pleasantly remodeled, more family-friendly .... It is just necessary that adults collect this when they go to drink and / or consume so that children do not hurt or become infected.",1
Distancing not respected,1
Wonderful place to get relax and share on family. There are ducks guaranteed ;),1
Very nice place!,1
"Super nice park with the beautiful athletics track and synthetic turf pitch. I find it great that the park is lit up so well, it gives me a great sense of security at night.",1
Very good for children's activity.,1
Perfect,1
"It's wonderful specially in summer, please come here to relax and spend quality time with Nature. 😀",1
Small but beautiful,0
Nice place!! Very pleasant with the family,1
"Great little park with lots of Trees,  monuments, pokestops and a pokemon gym.",1
Great place to have a drink and listen to music in summer. I went in August 2018 and we had lunch and a beer in the sunshine,1
Beautiful family park,1
The goto park in NDG,1
I admit that I have not been here but one of my favorite people in the world to grace this Earth played here over 49 years ago. Rusty Staub a great baseball player who should be in the MLB Hall of Fame but an even better human being. Rusty led a life reflective of the Gospel of Jesus Christ. He fed the hungry homeless and lonely. He raised millions of dollars for the sick and injured.  He opened his doors of his restaurants to those who were shut out. This is a place I hope to attend!!! God bless Daniel Rusty Staub,1
The river is beautiful!,1
Très beau mes j'aimerais pouvoir descendre au bord de l'eau pour baigner mon chien il a pas d'accès au fauteuil électrique,0
Gorgeous park and lovely pool for all to enjoy. Especially the free yoga class on Saturdays !,1
Beautiful in the asphalt jungle,1
Perfect little park to go to relax or enjoy a snack during the break hour!,1
"Beautiful park along the river and much longer than what is suggested on Google Maps. The presence of container terminals on each side of the park means that one will see many container ships passing along the river, which makes for a different vibe from the waterfront parks in the West Island or along the Lachine rapids. The ferry to Ile Charron is relatively cheap (under $9 round trip) and offers a pleasant 15-minute ride each way to one of the National Parks (SÉPAQ), a pleasant getaway from the city that offers many hiking, biking, water sports opportunities.",1
One of the most beautiful places in Montreal,1
"Sports park, even soccer.",0
"Children find it crazy fun. They are masters at home. The water jets in the summer are appreciated. The schoolyard gives them more reason to take the place of assault, abandoning their bicycles or their boards safely. The soccer field is popular",1
Beautiful park,1
Beautiful park or walk with the dogs 😁,1
"Buster Peterson is a time traveller from StarShip 55(99)that occupies the current shapeMullen, Colm. Follow BUSTER PETERSON or SSBULLHORN via Twitter visits as he spends his days DRIFTING through SPACE. or COLMMULLEN IG. okay so here’s the content.. days of SPRING Visit March 2921:
+ & %2021.y*.
Walking. Arrived from McDonalds across the street.’ Lajeunesse, on the back of a private scooter. we ordered two coffee s XZtra Large, mine with 4 sugars 3 cream. Popped off the scoot and there I was..
These people have built a brand new park inside of the old one. The ild skatepark (old*) was still there but clearly back shadowed by this new Adult Themed Park.
Like, are we all supposed-to quit our day jobs and start having fun in the blimmin park?
It seams like that’s what they’ve decided to build for humane sakes. Theyre not bad people, they invested 49 million dollars in the 15 to 30 age group.",1
Really enjoyed our picnic. Good park if u have a dog there's a special space 4 them,1
"Always in love with this square, so typical of the Plateau Mont-Royal neighborhood and of Montreal's French heritage.
Park near the area and walk up and down Prince- Arthur and Milton streets, to end up in this magnificent square. During summer, the fountain refreshes your senses, and the parlor opens to sell ice cream.",1
Excellent for children and adults,1
Love this park. Amazon ski trails in winter and new CE place for a walk or bike. And there is security,1
It is a very nice place to have a family and have a good contact with nature is hermoso🥰,1
Good breeze✌,1
One of the best park of Montreal.,1
Very Nice :D,1
I have already seen this place,1
"Bad alleys, the best place in the park, is made for dogs, no public toilet, permanent repairs. There was a baseball field - it's gone. Before the park it was great, but it spoiled it.",0
"Nice people, good affordable food and drinks for Montreal. Also music in an open setting.",1
Great slacklining location!,1
A good place to relax in summer!,0
The sunset is beautiful! Check that it is clear! The sunset is beautiful when there is not a lot of clouds!,1
"Nice park, love the swings there",1
No wheelchair accessible toilets they are very far away,0
Nice park with tennis courts and baseball field. This park has a dog park too.,1
Close when indicate open ?????? Padlock at the doors grrrr,0
Beautiful places very little frequented!,1
"Wonderful in the spring with the white flower carpets in the undergrowth. Attention, two walks possible according to the parking of departure.",1
Park with a lot of space to practice a sport. There are also two play areas for children as well as water games. A beautiful place to stroll near the beautiful fountain with a beautiful view of the Church of Our Lady of Guadalupe. The east side of the park can sometimes be noisy due to the proximity of avenue Papineau.,1
Small gathering celebrating the end of the tRump presidency. It was 17 degrees in November a we all just needed a moment breath a sigh of relief.,1
Super nice park in winter or in summer!,1
Nice park where you just pay for parking. Did a walking trail in the winter. Well separated ski/walk/fat bike/cross country trail. It should be nicer in the summer by the water.,1
"Very big, well maintained, variety of activities.  Totally a very nice park",1
"With a beach volleyball court in the summer and an ice rink in the winter, this would be the best park in town.",0
My fav park at Montreal! A lot of people a lot of activities... COOL,1
Amazing park,1
"Nice and quiet park, good for kids to run around.  Not much traffic here.",1
Under construction but will soon be beautiful,1
Great soccer fields!!!,1
Love all the installations and options to enjoy the fresh air and beautiful environment. Family park that also offers lots of cultural events,1
Beautiful little beach,1
Nice quiet and shady place with a beautiful source of water in the middle.,1
"It is a beautiful park, with beautiful architecture, a circle shaped pond, tennis courts, but nevertheless it is very dirty.",0
"Large, beautiful lawn away from traffic",1
I love,1
In winter cross country skiing  might  work.,1
I love,1
"A peaceful place to visit
Natural and calm way to boost our life",1
This is a small neighborhood park to relax.,0
The fire pits we came for work and we enjoyed the big park place to do activities,1
Great place lots of nature,1
Right in the old port of Montreal,1
"Very beautiful park, perfect for having a good time or doing physical activities",1
A really relaxing place with a lot of things to do,1
Very beautiful park with its small forest,1
Small but nice. Quite clean. Relaxing. Bel seen.,1
Great parc with a beach volleyball field!,1
We love the water games area. Easy to access via the cycle path. Not bad big. There are also shows on occasion,1
Beautiful park,0
Amazingly beautiful park with lakes and lovely statues. Great place for a picnic or a day out with the family. Great place for wedding photos too.,1
"Beautiful park, entertaining. Fun for children. Outdoor pool.",1
Great place to spend time outdoors with the family,1
"If you live in Verdun or happen to be visting, you don't need to look far to find a public park. There are several parks with a variety of names that run parallel to the St-Lawrence River. You can just choose one or go park hopping from one to the next.",1
Park really improved with years,1
"I'm not here for the park, just for the Annie-Pelletier pool. :]",1
Large lot on the lawn. Close. Separating the small dog park from the large dog park. The people are largely sympathetic: p,1
"Great city park on the rivers' edge where there is something for everyone. You can cycle on the  bicycle paths, or walk or hike, and in winter, you can snow shoe or cross country ski. There are many rest benches available, and there are restrooms and also paid parking lots.",1
Not bad,0
"It was one of my daily visiting park...very beautiful, indeed!",1
Perfect,1
"Awesome park. However, i think both  playground for kida needs a do over ASAP. Also, the sands needs to be removed.",0
Great park to go to during Pride. They had many Ru Paul Drag Race contestants peform as well as Todrick Hall. Very taken care of.  Never been here other than for pride though. They have some great concerts here too.,1
"Big trees, children's games, just perfect",1
"Nice parc, but why put lights for literally everything in it except the basketball courts? I'm trying to understand the logic behind that",1
Their bagels rock! Don't know what I would do without them!,1
Really nice place!,1
Beautiful park but with a lack of trash !!,1
Nice park for a walk in a quiet neighbourhood.,1
The perfect place in Montreal for paddle surfing. Nice place also to walk and watch the birds or the Lachine rapids.,1
Nice park for children of all ages,1
"Nice place, I love this park, too bad we can not do a barbecue",1
"a must go. especially on a sunny day.
my only wish is bike rentals :-(
definitely worthwile and easy to get to.",1
"Very small, space almost taken up by the hockey arena",0
Well located park. There's a Bixi station right next to it.,1
I loved,1
Awesome summer hangout. People watch or simply relax. Skip the lineup at la Banquise and head straight up to Avenue Mont Royal for ice cream or a drink post-picnic.,1
Too many people gathered in same place. We changed our plan because of covid19,0
"Beautiful park to walk, jog and have picnics with friends.",1
Good park,1
Has several outdoor games for family and kids. I strongly recommend. Note you have to pay to gain entrance,1
"Nice park, fun place to go with friends",1
"Very nice little park, perfect for children, moderate traffic, there are not too many people in general, it's super quiet.",1
"Nice park with swings, a basketball court and games for children. Perfect for a summer picnic. Shade with the trees. A birthday party too. And next to a small paddling pool. Thank you",1
Too much grass,1
"Beautiful park ideal for running, 4 seasons",1
Great park for everybody plenty of place to sit,1
Very nice introduction to caving ...,1
"Went for winter activities.
Like the sledding area though I'm against the metal picket fence along the sides.
It's a bit unnerving seeing your child lose control and veer into it.
Well kept outdoor rink.
Both are lit up at night.
Seems like a good place for cross country.",1
Nice,1
"Big, yet cozy park!",1
What a nice hidden gem in the Nun's Island:),1
I had no idea that this park on the edge of the Saint Laurent would be so cute and enjoyable. Walking right along the river becomes an unmissable local experience. A place to discover for a nice digestive walk.,1
"Great place to spend the day,there is always something to do!",1
Didn't go there,0
Good place,0
Not worse,0
This is the commemoration of the father of the Federation ~ Cartier's land,1
"I love this parc.. It has swings, water play modules etc. Really nice for young kids",1
Very good,1
Good place to hang out during the summer. Lovely football program,1
"A beautiful park of saint henri, quiet atmosphere",1
I pass this Park alot of times.There is a Big field to play Football or Soccer.There is a Swimming pool for kids and I think a Basketball not very nice and clean Park.,1
The city has modernized the infrastructure and it's great for a family picnic,1
overpowering,1
"A nice oasis in the far-flung area of Montreal. Not the cleanest beach (water-wise), but it's wide, not too crowded off-season, and relatively safe.",1
Beautiful park many beautiful and nice people go there but when we go there several times the park becomes less interesting,1
Thank you,1
Perfect for young children,1
"Pleasant on the road season. For tanning in summer or walking on the banks of the St. Lawrence. Resto, convenience store, parking nearby.",1
Always a great place to go. 😄,1
"Wonderful park, amazing flora and fauna. Paths recently overhauled to allow flow of water and keep them dry. Just beautiful.",1
Go visit the many Montréal crack consoles.,0
Very nice space for the youngest,1
"It's a nice Parc with swimming pool, large area for picnic and playground for kids.",1
"The beer is reasonably priced, the atmosphere is really good. Anyway, I would go back",1
Beautiful,1
A paradise on earth.,1
Nice place to break the cold of winter,1
"For the winter, the city maintains an ice circuit, very pleasant to go ice skating!",1
a very beautiful and special park,1
"A JEWEL !  ALL YEAR ROUND.

If you like to walk you can combine different routes,  coming early in the morning you will find yourself alone...
Weekends off course are more crowded!
Parking lots are spacious...I always would recommend to buy a full year  membership...to avoid  the parking fees of 7.50 / 9.00 $ per 2 hours / day...
A really good cause , running a information center and bathrooms,  at normal times.
We really have to save  areas like this!",1
Wawe it's good,1
It is a park where we can rejoice and relax,1
Peaceful park for a stroll,1
Beautiful show ;-),1
Good,1
"A beautiful park, for a short walk.",1
To discover this beautiful space Nature,1
It was  beautiful and relaxing,1
"This is a remarkable water park! The beauty and tranquility you feel with the sprays cooling off your hot skin from the summer heat is indescribably pleasant.
I enjoyed every moment spent here .
I got so carried away, it felt like time stood still .",1
Calm and serenity. It feels immediately soothed.,1
"Beautiful park, very relaxing,  enough space for everyone!",1
Great sledding and hockey rink in the winter. Great public pool in the summer. Wonderful park for ages 4+ (including a puzzle for kids to solve). Chalet near the rink offers hot chocolate on the weekends.,1
Great park. Plenty of cool places to sit and hang out in the summer.,1
Beautiful ice rink!,1
At this time frozen. Not really usable at this time. Otherwise lokks good,0
Nice park! Well located,1
What a place,1
Very large park,1
"WOW, nice park&view",1
Nothing to say I like to park!,1
"Great place to be with friends and family.
Lots of open space for kids to play while maintaining social distancing.",1
"Nice little skating ring,  benches to put skate a good idea, ice not great, bumpy but not dangerous just unpleasant.",1
Fun to walk around !,1
Garden with plenty of space tables for picnics a bike path however it should be thought has installed more fe water fountain and why not toilets,1
Bland park without moving. More a traffic lane than a place to relax,0
"Woow, with the renovations it looks great! Lots of games!",1
Small heaven,1
Not enough seating,0
Super beautiful and super big. Good for walking cross-country skiing and cycling,1
Beautiful inspiring clean zen,1
Very relaxing,1
"I grew up around this park......it made my childhood. It's got a swimming pool and a wadding pool for children 1 to 6. An indoor  hockey rink and gym . Outside there is a playground for toddlers and older children too. A hill for winter tobogganing.  A community garden is also available.......A great local park. In fact, I believe property values are probably higher around this park. A great place to raise your children.........",1
Nice park with ice rink in winter,1
Nice little park in a quiet neighborhood.,1
